name	CAS_num	aroma	flavor
Cherry Laurel Oil	8000-44-0		fruity fruity|berry
Cherry Pits Extract		dairy	
Cherry, Wild		sharp|sour	vegetal fruity sharp|bitter sharp|sour
Chervil	1338-80-3	vegetal dairy vegetal|herbal	vegetal savory|cooked vegetal|herbal
Chestnut Leaves			vegetal earthy|nutty
Chestnut Leaves Extract			vegetal earthy|nutty
Chicory		sharp|bitter vegetal|herbal	sharp|bitter vegetal|herbal
Chicory Extract	68650-43-1	dairy	brown sharp|bitter
Chirata			sharp|bitter
Chives			vegetal|allium
Cinchona			sharp|bitter
Cinchona Bark Red			sharp|bitter
Cinnamaldehyde	104-55-2	vegetal|herbal	sharp|spicy
Cinnamaldehyde	14371-10-9	sharp|spicy vegetal|herbal	
Cinnamaldehyde Ethylene Glycol Acetal	5660-60-6	sharp|spicy vegetal|herbal	sharp|spicy vegetal|herbal
Cinnamic Acid	621-82-9		sharp|sour
Cinnamon		vegetal|herbal	sharp|bitter vegetal|herbal
Cinnamon Bark Extract		dairy	
Cinnamon Bark Oil	8007-80-5	sharp|spicy vegetal|herbal	sharp|spicy fruity|citrusy vegetal|herbal
Cinnamon Bark Oleoresin			sharp|spicy
Cinnamon Leaf Oil	8015-96-1	dairy sharp|spicy vegetal|herbal	vegetal|herbal
Cinnamonitrile	4360-47-8	floral sharp|spicy	
Cinnamyl Acetate	103-54-8	sharp|sour brown	fruity
Cinnamyl Alcohol	104-54-1	floral sharp|bitter	floral sharp|bitter
Cinnamyl Anthranilate (Prohibited)		sharp|sour fruity brown	
Cinnamyl Benzoate	5320-75-2	sharp|sour brown sharp|spicy	
Cinnamyl Butyrate	103-61-7	fruity floral sharp|sour	floral sweet fruity fruity|citrusy brown
Cinnamyl Cinnamate	122-69-0	floral	floral sharp|spicy vegetal|herbal
Cinnamyl Formate	104-65-4	sweet fruity sharp|sour sharp|bitter brown	sweet fruity sharp|bitter fruity|berry
Cinnamyl Isobutyrate	103-59-3	sharp|sour fruity brown	sharp|sour fruity brown
Cinnamyl Isovalerate	140-27-2	fruity floral sharp|sour	fruity
Cinnamyl Phenylacetate		sweet floral sharp|spicy brown	sweet brown sharp|spicy floral
Cinnamyl Propionate	103-56-0	fruity earthy|woody sharp|sour sharp|spicy brown	sharp|spicy
Cis- And Trans-1-Mercapto-P-Menthan-3-One	29725-66-4	fruity|citrusy	vegetal fruity fruity|citrusy
Cis- And Trans-2,5-Dimethyltetrahydro-3-Furyl Thioacetate	252736-39-3	savory|meaty savory|cooked vegetal|allium sharp|sulfurous	
Cis- And Trans-2,5-Dimethyltetrahydrofuran-3-Thiol	26486-21-5	savory|meaty savory|cooked vegetal|allium sharp|sulfurous	
Cis- And Trans-2-Heptylcyclopropanecarboxylic Acid			savory|meaty earthy|nutty
Cis- And Trans-2-Isobutyl-4-Methyl-1,3-Dioxolane	18433-93-7	sweet fruity brown	vegetal fruity sweet brown
Cis- And Trans-2-Isopropyl-4-Methyl-1,3-Dioxolane	67879-60-1	liquorlike	liquorlike
Cis- And Trans-5-Ethyl-2,5-Dihydro-4-Methyl-2-(1-Methylpropyl)-Thiazole	83418-54-6	savory|meaty savory|cooked vegetal earthy|nutty brown	savory|meaty
Cis- And Trans-5-Ethyl-4-Methyl-2-(2-Methylpropyl)-Thiazoline	83418-53-5	savory|meaty savory|cooked vegetal earthy|nutty brown	savory|meaty
Cis- And Trans-Ethyl 2,4-Dimethyl-1,3-Dioxolane-2-Acetate	6290-17-1	fruity	savory|meaty fruity
Cis- And Trans-Menthone-8-Thioacetate	57129-12-1		vegetal minty vegetal|herbal dairy
Cis-2-Nonen-1-Ol	41453-56-9	fruity	
Cis-2-Pentenol	1576-95-0		savory|meaty fruity floral
Cis-3-Hexenal	6789-80-6	vegetal	
Cis-3-Hexenyl Benzoate	25152-85-6	earthy|woody vegetal|herbal	
Cis-3-Hexenyl Butyrate	16491-36-4	fruity sharp|sour fatty dairy	fruity|berry
Cis-3-Hexenyl Cis-3-Hexenoate	61444-38-0	vegetal floral	
Cis-3-Hexenyl Formate	33467-73-1	fruity	
Cis-3-Hexenyl Hexanoate	"31501-11-8
82780-67-4"	fruity sharp|sour	
Cis-3-Hexenyl Isovalerate	35154-45-1	vegetal fruity fatty dairy	vegetal fruity fatty dairy
Cis-3-Hexenyl Lactate	61931-81-5	fruity	
Cis-3-Hexenyl-2-Methylbutyrate	53398-85-9	fruity sharp|sour dairy	fruity
Cis-3-Nonen-1-Ol	10340-23-5	fruity earthy|fungal	floral
Cis-3-Octenyl Propionate	94134-03-9	fruity	fruity
Cis-4-Decenol	57074-37-0	fruity	fruity|citrusy
Cis-4-Decenyl Acetate	67452-27-1	floral sharp|spicy	
Cis-4-Octenol	54393-36-1	earthy vegetal|herbal	
Cis-5-Octenal	41547-22-2	fruity	
Cis-5-Octenoic Acid	41653-97-8	fatty	
Cis-6-Nonen-1-Ol	35854-86-5	fruity	
Cis-6-Nonenal	2277-19-2	fruity fruity|citrusy	
Cis-9-Octadecenol	143-28-2	fatty	
Cis-9-Octadecenyl Acetate	693-80-1	fruity	
Citral	5392-40-5	sharp|sour fruity|citrusy	
Citral (Neral)	5392-40-5	sweet sharp|sour sharp|bitter fruity|citrusy	sweet sharp|bitter fruity|citrusy
Citral Diethyl Acetal	7492-66-2	fruity|citrusy	fruity|citrusy
Citral Dimethyl Acetal	7549-37-3	dairy sharp|sour fruity|citrusy	
Citral Propylene Glycol Acetal	10444-50-5	fruity sharp|sour fruity|citrusy	fruity sharp|sour fruity|citrusy
Citric Acid	"77-92-9
12262-73-6
245654-34-6
43136-35-2"	fruity fruity|citrusy	sharp|sour fruity|citrusy
Citric And Fatty Acid Esters Of Glycerol			savory|meaty
Citronella	26489-02-1	dairy floral sharp|sour fruity|citrusy	floral
Citronella Oil	8000-29-1	floral vegetal|herbal dairy starchy sharp|sour fatty fruity|citrusy	
Citronellal	106-23-0	minty vegetal|herbal	
Citronellal	106-23-0	floral sharp|sour fruity|citrusy	floral
Citronellic Acid	502-47-6	vegetal sharp|sour	vegetal vegetal|herbal
Citronellol	106-22-9	floral	fruity floral sharp|bitter
Citronellyl Acetate	150-84-5	fruity floral	fruity floral
Citronellyl Anthranilate	68555-57-7	fruity floral	floral
Citronellyl Butyrate	141-16-2	fruity floral dairy	fruity
Citronellyl Formate	105-85-1	fruity floral sharp|sour	fruity floral
Citronellyl Isobutyrate	"97-89-2
76444-25-2"	fruity floral	fruity
Citronellyl Oxyacetaldehyde	7492-67-3	floral	fruity|citrusy
Citronellyl Phenylacetate	139-70-8	floral dairy	
Citronellyl Propionate	141-14-0	sweet floral sharp|bitter	floral sweet fruity sharp|bitter fruity|citrusy
Citronellyl Trans-2-Methyl-2-Butenoate	24717-85-9	floral liquorlike	savory|meaty floral fruity sharp|sour brown
Citronellyl Valerate	"7540-53-6
76444-26-3"	floral vegetal|herbal sweet dairy brown	
Citrus Peel		vegetal	
Citrus Peel Extract		dairy	
Civet Absolute		dairy	
Clary Oil	8016-63-5		vegetal fruity
Clove Bud Extract	84961-50-2	dairy fruity sharp|sour vegetal|herbal	
Clove Bud Oil	8000-34-8	dairy sharp|spicy fatty vegetal|herbal	sharp|spicy
Clove Bud Oleoresin		dairy	
Clove Leaf Oil	8015-97-2	dairy	
Clove Stem Oil	8015-98-3	sweet earthy|woody dairy	
Clover	977002-83-7	floral	
Clover Oil		floral	
Clover Tops Red Extract		dairy	
Cloves		fruity sharp|spicy fatty dairy	sharp|spicy fatty vegetal|herbal
Coca Leaf Extract		dairy	
Cocoa Extract	84649-99-0		savory|cooked
Coffee (Concentrate Pure)		starchy brown savory|cooked sharp|bitter	savory|cooked brown sharp|bitter
Coffee Extract		savory|cooked brown sharp|bitter	sharp|bitter
Coffee Extract Solid			savory|cooked starchy sharp|bitter fatty brown
Cognac Green Oil	8016-21-5	fruity liquorlike dairy	
Cognac Oil	106-30-9	vegetal fruity vegetal|herbal	fruity
Cognac White Oil	8016-21-5	fruity dairy fatty vegetal|herbal	
Copaiba	8001-61-4	sharp|sour sharp|chemical brown sharp|bitter	sharp|bitter
Copaiba Oil	8013-97-6	sharp|bitter fatty	sharp|bitter sharp|spicy
Coriander	84775-50-8	fruity fatty dairy	
Coriander Oil	8008-52-4	dairy	sharp|sour floral brown
Corn Silk	977000-79-5	dairy	
Cornmint Oil, Mentha Arvensis L.	68917-18-0	minty fatty vegetal|herbal	minty vegetal|herbal
Costmary		minty fatty vegetal|herbal	
Costus		floral fatty	
Costus Root Oil	8023-88-9	floral fatty dairy	
Coumarin	91-64-5	sharp|spicy	
Coumarin (Prohibited)		brown|vanilla vegetal	brown|vanilla vegetal sharp|bitter earthy|nutty
Cubeb Oil	8007-87-2	sharp|spicy fatty dairy	sharp|spicy
Cumin Oil	8014-13-9	vegetal	
Cuminaldehyde	122-03-2	vegetal|herbal	vegetal starchy sharp|spicy vegetal|herbal
Curacao Peel Oil	68916-04-1	fruity dairy sharp|bitter fatty liquorlike	
Curacao Peel*		fruity fruity|citrusy	
Currant Black (Leaves)		fruity	vegetal sharp|sour fruity|berry vegetal|herbal
Currant Buds Black Absolute	68606-81-5		sweet fruity fruity|berry
Cyclamenaldehyde	103-95-7	floral	
Cyclohexadecanone	2550-52-9	earthy|woody	
Cyclohexane Acetic Acid	5292-21-7	sharp|sour dairy	sweet floral brown
Cyclohexanecarboxylic Acid	"50825-29-1
98-89-5"	sharp|sour dairy	fruity
Cyclohexaneethyl Acetate	21722-83-8	fruity sharp|sour	
Cyclohexanone	108-94-1	minty vegetal|herbal	
Cyclohexyl Acetate	622-45-7	sharp|sulfurous sharp|sour	
Cyclohexyl Anthranilate	7779-16-0	fruity floral	fruity
Cyclohexyl Butyrate	1551-44-6	floral sharp|sour	
Cyclohexyl Cinnamate		fruity earthy|nutty dairy	earthy|nutty
Cyclohexyl Formate	4351-54-6	fruity	
Cyclohexyl Isovalerate	7774-44-9	fruity sharp|sour	
Cyclohexyl Propionate	6222-35-1	fruity	
Cyclopentanone	120-92-3	minty sharp|repugnant vegetal|herbal	earthy|nutty sharp|repugnant
D,L-Menthone 1,2-Glycerol Ketal	63187-91-7	minty vegetal|herbal	
D,L-Valine	516-06-3	sharp|sour	
D-2,8-P-Menthadien-1-Ol	22771-44-4		fruity|citrusy
D-Fenchone	4695-62-9	fatty	sharp|bitter earthy|woody
D-Neomenthol	2216-52-6	dairy	
D-Xylose			savory|cooked
Daidai Peel Oil		dairy	sharp|sour sharp|bitter
Damiana (Leaves)		vegetal sharp|bitter fatty	vegetal sharp|bitter fatty
Dandelion		vegetal sharp|bitter	vegetal floral sharp|bitter
Dandelion Fluid Extract		dairy	brown
Dandelion Root Extract Solid			vegetal|herbal
Davana		fatty vegetal|herbal	
Davana Oil	8016-03-3	sharp|sour brown dairy	
Decalepis Hamiltonii Extract		dairy	
Decanal	112-31-2	floral fruity|citrusy	sweet vegetal floral fruity|citrusy
Decanal	112-31-2	fruity fruity|citrusy	
Decanal Dimethyl Acetal	7779-41-1	fruity|citrusy liquorlike vegetal|herbal	vegetal vegetal|vegetable liquorlike
Decanal Propyleneglycol Acetal	5421-12-5	floral	savory|meaty floral starchy
Decyl Acetate	112-17-4	floral fruity|citrusy	fruity liquorlike fruity|citrusy
Decyl Butyrate	5454-09-1	fruity	fruity
Decyl Propionate	5454-19-3	liquorlike	
Deertongue			brown|vanilla sweet
Deertongue Solid Extract	68602-86-8	vegetal|herbal	vegetal|herbal
Dehydrodihydroionol	57069-86-0	dairy	
Dehydrodihydroionone	20483-36-7	dairy	
Dehydromenthofurolactone		vegetal	vegetal|herbal earthy|woody vegetal minty earthy
Dehydronootkatone	5090-63-1	sweet fruity brown fruity|citrusy	sharp|bitter fruity|citrusy
Delta-Tetradecalactone	"2721-22-4
92446-06-5"		savory|meaty fatty dairy
Di-(1-Propenyl)-Sulfide (Mixture Of Isomers)	65819-74-1		savory|meaty vegetal
Diacetyl	431-03-8	fruity|berry fatty liquorlike dairy	
Diallyl Polysulfides	72869-75-1	vegetal|allium	vegetal
Dibenzyl Ether	103-50-4	earthy floral earthy|fungal	
Dicyclohexyl Disulfide	2550-40-5	sharp|repugnant fruity|berry	vegetal|allium
Diethyl Disulfide	"110-81-6
68525-88-2"	vegetal|allium vegetal|vegetable	savory|meaty fruity vegetal|allium
Diethyl Malate	7554-12-3	fruity vegetal|herbal	
Diethyl Sebacate	110-40-7	fruity sharp|sour liquorlike	
Diethyl Succinate	"68989-32-2
123-25-1"	fruity	floral sharp|repugnant
Diethyl Sulfide	"68990-36-3
352-93-2"	vegetal|allium	
Diethyl Tartrate	"87-91-2
57968-71-5
128851-23-0
168979-76-8
181628-97-7
45119-64-0
608-84-4
66473-11-8"	fruity liquorlike	
Diethyl Trisulfide	3600-24-6	sharp|sulfurous	vegetal
Difurfuryl Ether	4437-22-3	savory|meaty savory sharp|bitter earthy|nutty brown	
Dihydro-Α-Ionone	31499-72-6	earthy|woody	fruity fruity|berry
Dihydro-Β-Ionol		floral earthy|woody	
Dihydro-Β-Ionone	17283-81-7	earthy|woody	
Dihydrocarveol	619-01-2	minty vegetal|herbal	
Dihydrocarvyl Acetate	20777-49-5	floral	floral
Dihydrocinnamaldehyde	104-53-0	sharp|sour floral brown	
Dihydrocoumarin	119-84-6	vegetal|herbal	
Dihydromyrcenol	18479-58-8	floral fruity|citrusy	
Dihydronootkatone		fruity|citrusy	
Dihydrosafrole (Prohibited)		vegetal|herbal	
Dihydroxyacetone			vegetal
Dihydroxyacetophenone	28631-86-9	vegetal earthy|nutty	
Diisopentyl Thiomalate	68084-03-7	vegetal|allium fruity brown sharp|bitter	savory|meaty fruity starchy|bready
Diisopropyl Trisulfide	5943-34-0	vegetal|allium sharp|sulfurous	
Dill Indian (Seed)		fatty vegetal|herbal	fatty vegetal|herbal
Dill Oil	8006-75-5	dairy sharp|spicy fatty vegetal|herbal	vegetal fatty vegetal|herbal
Dill Seed Oil, Indian Type		fatty vegetal|herbal	fatty vegetal|herbal
Dimethyl Succinate	106-65-0	fruity	fruity
Dimethyl Trisulfide	3658-80-8	vegetal|allium vegetal	sharp|sulfurous
Diphenyl Disulfide	882-33-7	sharp|chemical	
Diphenyl Ether	101-84-8	vegetal floral sharp|repugnant sharp|chemical	earthy|woody fruity|berry
Dipropyl Trisulfide	6028-61-1	vegetal|allium	
Disodium 5ʹ-Guanylate			vegetal savory
Disodium 5ʹ-Inosinate		vegetal savory|fishy	vegetal
Disodium Succinate	150-90-3		sharp|sour
Dittany Of Crete		sharp|bitter	sharp|bitter
Divanillin		brown|vanilla fruity	fatty dairy
Dl-(3-Amino-3-Carboxypropyl)Dimethylsulfonium Chloride	1115-84-0		sharp|sulfurous vegetal savory|fishy
Dl-Isoleucine	"205879-85-2
198412-80-5
19883-67-1
7004-09-3
224311-99-3
1509-34-8
319-78-8"	sweet brown sharp|bitter	sharp|bitter
Dl-Isomenthone	491-07-6	minty vegetal|herbal	minty vegetal|herbal
Dl-Phenylalanine	150-30-1		earthy|nutty
Dodecanal Dimethyl Acetal	14620-52-1	fruity|citrusy	floral fruity|citrusy
Dodecyl Butyrate	3724-61-6	fruity fatty	
Dodecyl Propionate	6221-93-8	fruity dairy	fruity|citrusy
Dog Grass Extract	977038-73-5	dairy	
Elder (Flowers)		floral dairy	sharp|bitter
Elder Flowers Extract			fruity
Elder Tree Leaves			sharp|sour
Elecampane		sharp|sour	sharp|bitter
Elecampane Root Extract		fatty	
Elecampane Root Oil	1397-83-7	floral sweet earthy|woody vegetal brown	
Elemi (Gum)	9000-75-3	dairy brown sharp|sour fruity|citrusy	
Elemi Oil	8023-89-0	dairy	fatty
Epoxyoxophorone	38284-11-6		sharp|sour brown
Erigeron		sharp|bitter vegetal|herbal	
Erigeron Oil	8007-27-0	dairy vegetal|herbal	
Erythrobic Acid			sharp|sour
Estragole	140-67-0	vegetal|herbal	vegetal|herbal
Ethane-1,1-Dithiol	69382-62-3	savory|meaty savory|cooked	savory|meaty fruity
Ethanethioic Acid, S-(Methyl-3-Furanyl) Ester	55764-25-5	savory|meaty savory|cooked	vegetal
Ethanethiol	"75-08-1
811-51-8"	fruity sharp|sulfurous	savory|meaty fruity
Ethyl (P-Tolyloxy) Acetate		sharp|chemical	fruity
Ethyl 10-Undecenoate	"36118-46-4
62453-48-9
692-86-4"	liquorlike	
Ethyl 2,4,7-Decatrienoate	78417-28-4		dairy
Ethyl 2-(Methyldithio)Propionate	23747-43-5		vegetal
Ethyl 2-(Methylthio)Acetate	4455-13-4	fruity	vegetal|allium vegetal vegetal|vegetable
Ethyl 2-Acetyl-3-Phenylpropionate	620-79-1		sharp|spicy
Ethyl 2-Ethyl-3-Phenyl Propanoate	2983-36-0	floral	
Ethyl 2-Ethylbutyrate	2983-38-2		vegetal fruity
Ethyl 2-Ethylhexanoate	2983-37-1	fruity vegetal|herbal	vegetal earthy vegetal|herbal
Ethyl 2-Furanpropionate	10031-90-0	fruity floral sharp|sour	fruity
Ethyl 2-Methyl-3-Pentenoate	1617-23-8		fruity
Ethyl 2-Methyl-4-Pentenoate	"53399-81-8
105999-68-6"	fruity	fruity
Ethyl 2-Methylbutyrate	7452-79-1	fruity	fruity
Ethyl 2-Methylpentanoate	39255-32-8		vegetal
Ethyl 2-Nonynoate	10031-92-2	floral dairy	
Ethyl 3-(Furfurylthio)-Propionate	94278-27-0	sharp|sulfurous savory|cooked	savory|cooked
Ethyl 3-(Methylthio)Butyrate		sharp|sulfurous	earthy vegetal
Ethyl 3-Hexenoate	2396-83-0	fruity	fruity
Ethyl 3-Hydroxyhexanoate	2305-25-1	fruity dairy	starchy
Ethyl 3-Mercaptopropionate	5466-06-8	savory|meaty sharp|sulfurous	
Ethyl 3-Methylpentanoate	5870-68-8		fruity
Ethyl 3-Octenoate	1117-65-3	fruity	fruity
Ethyl 3-Oxohexanoate	3249-68-1	fatty	fruity
Ethyl 3-Phenylglycidate	121-39-1	fruity sharp|sour fruity|berry	fruity|berry
Ethyl 3-Phenylpropionate	2021-28-5	fruity floral liquorlike	
Ethyl 4-(Methylthio)-Butyrate	22014-48-8	sharp|sulfurous	
Ethyl 4-Methylpentanoate	25415-67-2	fruity	
Ethyl 4-Pentenoate	1968-40-7	fruity	floral fruity|berry
Ethyl 4-Phenylbutyrate	10031-93-3	fruity	fruity
Ethyl 5-(Methylthio)Valerate	233665-98-0	sharp|sulfurous	
Ethyl 5-Hexenoate	54653-25-7	fruity	sharp|sour
Ethyl Acetate	141-78-6	fruity liquorlike	fruity
Ethyl Acetoacetate	141-97-9	fruity	fruity
Ethyl Aconitate (Mixed Esters)	1321-30-8	fruity sharp|sour fruity|citrusy	fruity
Ethyl Anthranilate	87-25-2	fruity|citrusy	fruity|citrusy
Ethyl Benzoate		fruity	
Ethyl Benzoylacetate	94-02-0	fruity earthy|woody liquorlike	fruity earthy|woody
Ethyl Brassylate		sharp|sour earthy|woody	
Ethyl Butyrate	105-54-4	fruity	fruity
Ethyl Cinnamate	103-36-6	sharp|sour floral brown sweet	sharp|sour brown
Ethyl Cis-3-Hexenoate	64187-83-3	liquorlike	fruity
Ethyl Cis-4,7-Octadienoate	69925-33-3	fruity	
Ethyl Cis-4-Heptenoate	39924-27-1	fruity	vegetal fruity
Ethyl Crotonate	"623-70-1
77825-56-0"	sweet brown sharp|sour	liquorlike
Ethyl Cyclohexanepropionate	10094-36-7	fruity sharp|sour	
Ethyl Decanoate	110-38-3	fruity liquorlike	
Ethyl Formate	109-94-4	liquorlike	fruity sharp|bitter
Ethyl Furfuryl Ether	6270-56-0	sharp|sour sharp|spicy	savory|meaty fruity
Ethyl Heptanoate	106-30-9	fruity sharp|sour liquorlike	fruity liquorlike
Ethyl Hexanoate	123-66-0	fruity	fruity
Ethyl Isobutyrate	97-62-1	fruity sharp|sour	brown liquorlike
Ethyl Isothiocyanate	542-85-8	sharp|spicy	savory|meaty fatty
Ethyl Isovalerate	108-64-5	fruity	fruity
Ethyl Lactate	"97-64-3
2676-33-7"	sharp|sour fatty dairy	
Ethyl Laurate	106-33-2	fruity floral	
Ethyl Levulinate	539-88-8	vegetal fruity sharp|sour	fruity
Ethyl Maltol	4940-11-8	fruity sharp|sour	sharp|sour fruity sharp|bitter vegetal
Ethyl Methyl Disulfide	20333-39-5	earthy|fungal	
Ethyl Methyl-P-Tolylglycidate	74367-97-8	fruity floral dairy	
Ethyl Methylphenylglycidate		fruity fruity|berry	sharp|sour fruity|berry
Ethyl Myristate	124-06-1	sharp|bitter sharp|chemical	
Ethyl N-Ethylanthranilate	38446-21-8	fruity floral	savory|meaty fruity floral
Ethyl N-Methylanthranilate	35472-56-1	fruity fruity|citrusy	savory|meaty fruity
Ethyl Nonanoate	123-29-5	fruity floral earthy|nutty liquorlike	fruity
Ethyl Octadecanoate	111-61-5	sharp|sour	
Ethyl Octanoate	106-32-1	floral fruity fatty liquorlike brown	
Ethyl Oleate	111-62-6	sharp|sour	
Ethyl P-Anisate	94-30-4	sharp|sour vegetal|herbal	fruity vegetal|herbal
Ethyl Phenylacetate	101-97-3	sweet floral brown sharp|bitter	sweet floral brown sharp|bitter
Ethyl Propionate	105-37-3	fruity liquorlike	
Ethyl Pyruvate	617-35-6	sweet vegetal brown	
Ethyl Salicylate	118-61-6	minty vegetal|herbal	
Ethyl Sorbate	2396-84-1	fruity	fruity
Ethyl Thioacetate	625-60-5	brown sharp|bitter	sharp|sulfurous
Ethyl Tiglate	5837-78-5	sweet fruity brown	
Ethyl Trans-2-Decenoate	7367-88-6	fruity fatty	fruity
Ethyl Trans-2-Hexenoate	27829-72-7	fruity	fruity
Ethyl Trans-2-Methyl-2-Pentenoate	1617-40-9	fruity	fruity
Ethyl Trans-2-Octenoate	"7367-82-0
2351-90-8"	fruity earthy|woody	fruity
Ethyl Trans-4-Decenoate	76649-16-6	fruity dairy fruity|citrusy	
Ethyl Undecanoate	627-90-7	brown liquorlike	fruity sharp|bitter sharp|chemical dairy
Ethyl Valerate	539-82-2	fruity	fruity
Ethyl Vanillin	121-32-4	brown|vanilla fruity brown|chocolate sharp|bitter	brown|vanilla
Ethyl Vanillin Isobutyrate	188417-26-7	dairy	sweet brown
Ethyl Vanillin Propylene Glycol Acetal	68527-76-4	brown|vanilla	sharp|spicy vegetal|herbal
Ethyl Vanillin Β-D-Glucopyranoside		brown|vanilla	
Ethyl-2-Mercaptopropionate	"19788-49-9
66707-26-4"	fruity sharp|sulfurous	
Ethyl-3-Hydroxybutyrate	5405-41-4	fruity	
Ethyl-3-Methylthiopropionate	13327-56-5	fruity fruity|citrusy	sharp|sulfurous vegetal|herbal fruity starchy sharp|spicy liquorlike brown
Ethyl-4-(Acetylthio)Butyrate	104228-51-5	savory|meaty sweet	
Ethyl-Trans-2, Cis-4-Decadienoate	3025-30-7	fruity	fruity
Ethylamine	"85404-16-6
85404-22-4
75-04-7
43031-21-6"	sharp|chemical	savory|meaty fruity
Ethylmaltol	4940-11-8	sweet brown	
Eucalyptol	470-82-6		sharp|spicy vegetal|herbal
Eucalyptus			vegetal
Eucalyptus Oil	8000-48-4	sharp|spicy	sharp|spicy fatty
Eugenol	97-53-0	fruity sharp|spicy vegetal|herbal	floral
Eugenol	97-53-0	sharp|spicy vegetal|herbal	sharp|spicy vegetal|herbal
Eugenyl Acetate	93-28-7	fatty vegetal|herbal	fatty vegetal|herbal
Eugenyl Benzoate	531-26-0	sharp|sour brown vegetal|herbal	
Eugenyl Isovalerate	61114-24-7	fruity vegetal|herbal	vegetal vegetal|herbal
Eugenyl Methyl Ether	"6380-24-1
93-15-2"	sharp|bitter vegetal|herbal	sharp|bitter vegetal|herbal
Farnesene	502-61-4	fruity earthy|woody fatty vegetal|herbal	vegetal earthy|woody fruity|berry fruity|citrusy
Farnesol	4602-84-0	floral fatty	
Farnesol	4602-84-0	floral	floral
Fenchyl Acetate	13851-11-1	fatty	
Fenchyl Alcohol	1632-73-1	sharp|bitter fruity|citrusy	sharp|sour sharp|bitter vegetal|herbal fruity|citrusy
Fennel Oil (Common)		sharp|spicy sharp|bitter	sharp|bitter
Fennel Sweet Oil	8006-84-6	fatty vegetal|herbal	liquorlike
Fennel, Common		sharp|bitter fatty vegetal|herbal	sharp|bitter
Fennel, Sweet	977007-85-4	savory|meaty earthy sharp|spicy	sharp|spicy
Fenugreek		sharp|spicy savory dairy	vegetal savory|cooked sharp|bitter savory
Fenugreek Extract	84625-40-1	dairy vegetal|herbal	savory|cooked sharp|bitter
Fenugreek Oleoresin		brown|chocolate savory|cooked brown sharp|bitter	sharp|bitter
Fig Leaf Extract	68916-52-9	earthy|woody vegetal|herbal	
Fir (Silver) Needles And Twigs Oil		sharp|sour brown fatty sharp|bitter	sharp|bitter fatty
Fir Balsam		sharp|sour brown earthy|woody	
Fir Balsam Oil	8021-28-1	earthy|woody dairy sharp|sour fatty sharp|chemical brown	earthy|woody
Fir Balsam Oleoresin	977017-81-4	dairy	
Fir Needles And Twigs Oil		earthy|woody fatty dairy	earthy|woody
Fir Pine		sharp|sour brown earthy|woody sharp|bitter	sharp|bitter
Formic Acid	"15907-03-6
64-18-6
7056-83-9
8006-93-7
82069-14-5"	sharp|sour fatty fruity|berry	sharp|sour
Fumaric Acid	110-17-8		sharp|sour
Furfural	98-01-1		brown
Furfuryl 2-Methyl-3-Furyl Disulfide	109537-55-5	sharp|sulfurous	
Furfuryl Acetate	623-17-6	fruity floral	
Furfuryl Alcohol	"88161-36-8
93793-62-5
98-00-0
25212-86-6"	sweet savory|cooked sharp|bitter	sweet savory|cooked sharp|bitter
Furfuryl Isopropyl Sulfide	1883-78-9	savory|meaty savory	
Furfuryl Isovalerate	13678-60-9	sharp|bitter fruity brown fruity|berry	
Furfuryl Mercaptan	98-02-2	sharp|sulfurous sharp|sour	sharp|sulfurous savory
Furfuryl Methyl Ether	13679-46-4	savory|cooked brown sharp|bitter	
Furfuryl Methyl Sulfide	1438-91-1	sharp|sulfurous	sharp|sulfurous
Furfuryl Propionate	623-19-8	floral sharp|spicy	
Furfuryl Propyl Disulfide	252736-36-0		vegetal|allium sharp|sulfurous
Furfuryl Thioacetate	13678-68-7	savory|cooked sharp|bitter	savory|cooked
Furfuryl Thiopropionate	59020-85-8	sharp|sulfurous brown savory sharp|bitter	savory|cooked savory sharp|chemical
Fusel Oil, Refined	8013-75-0	earthy starchy vegetal|vegetable fatty	fruity
Galanga Greater			sharp|spicy vegetal|herbal
Galangal (Root)			sharp|bitter
Galangal Root Extract		sharp|sour brown sharp|spicy dairy	
Galangal Root Oil	8024-40-6	dairy	sharp|spicy sharp|bitter
Galbanum (Resin)	9000-24-2	dairy sharp|sour sharp|bitter fatty sharp|spicy brown	sharp|bitter
Galbanum Oil	8023-91-4	sharp|spicy dairy	vegetal
Garlic		vegetal|allium sharp|sour fatty	
Garlic Oil	8000-78-0	vegetal|allium fatty dairy	savory|cooked sharp|bitter
Genet Absolute	8023-80-1	sweet floral brown dairy	
Genet Extract	90131-21-8	dairy	
Gentian		floral	sharp|bitter
Gentian Root Extract	72968-42-4	dairy	sharp|bitter
Gentian, Stemless			sharp|bitter
Geranic Acid	459-80-3	fruity	savory|meaty fruity vegetal|herbal
Geraniol	106-24-1	floral	
Geraniol	106-24-1	floral	
Geranium		fruity floral sharp|bitter	sharp|bitter
Geranium Extract		floral vegetal|herbal	
Geranium Oil	8000-46-2	floral vegetal|herbal vegetal minty fatty	
Geranium Rose Oil		dairy	
Geranium, East Indian		floral fatty	
Geranium, East Indian Oil	8014-19-5	floral fatty dairy	
Geranyl 2-Methylbutyrate	68705-63-5	fruity floral	savory|meaty fruity
Geranyl Acetate	105-87-3	floral fatty	floral sharp|bitter
Geranyl Acetoacetate	10032-00-5	sharp|salty	
Geranyl Butyrate	106-29-6	fruity floral sharp|sour	fruity
